#
#  optical properties from jena for periclase (MgO - Magnesium Oxide)
#     give by private communication not reported data
#     obtained by communication with Ciska Markwick-Kemper <F.Markwick-Kemper@manchester.ac.uk>
#
#
#     
      10.6062      1.21340    0.0204600
      10.6615      1.20529    0.0358800
      10.7173      1.20620    0.0224700
      10.7737      1.18579    0.0253500
      10.8307      1.17739    0.0282100
      10.8883      1.17133    0.0338100
      10.9465      1.16029    0.0258000
      11.0054      1.14597    0.0365800
      11.0649      1.14015    0.0353300
      11.1250      1.13163    0.0430700
      11.1858      1.12434    0.0333400
      11.2473      1.10440    0.0423100
      11.3094      1.09999    0.0475600
      11.3722      1.09722    0.0503900
      11.4358      1.08070    0.0350300
      11.5000      1.05779    0.0546500
      11.5650      1.06715    0.0521900
      11.6307      1.04121    0.0509600
      11.6971      1.03996    0.0578100
      11.7644      1.01931    0.0554800
      11.8324      1.02445    0.0680900
      11.9012      1.00885    0.0440200
      11.9708     0.983830    0.0514700
      12.0412     0.977170    0.0468500
      12.1124     0.947710    0.0443300
      12.1845     0.938260    0.0530600
      12.2575     0.915500    0.0458500
      12.3313     0.901300    0.0509300
      12.4061     0.872240    0.0414700
      12.4817     0.853450    0.0555300
      12.5583     0.829250    0.0429100
      12.6358     0.798870    0.0545600
      12.7143     0.770810    0.0521700
      12.7937     0.745390    0.0683400
      12.8742     0.719760    0.0613200
      12.9557     0.686540    0.0731600
      13.0382     0.654720    0.0698900
      13.1218     0.616950    0.0822300
      13.2065     0.577760    0.0819000
      13.2922     0.533890    0.0960300
      13.3791     0.481660    0.0989400
      13.4671     0.425040     0.124410
      13.5563     0.360350     0.142070
      13.6467     0.292980     0.192080
      13.7383     0.227550     0.244050
      13.8311     0.181180     0.330600
      13.9252     0.153280     0.398980
      14.0205     0.139820     0.481030
      14.1172     0.131050     0.535640
      14.2153     0.126960     0.606640
      14.3147     0.124130     0.652720
      14.4155     0.124920     0.717260
      14.5177     0.124980     0.756340
      14.6214     0.127000     0.816870
      14.7266     0.129630     0.852420
      14.8333     0.133830     0.908460
      14.9416     0.136240     0.939900
      15.0515     0.141530     0.994410
      15.1630     0.146260      1.02144
      15.2761     0.150970      1.07058
      15.3910     0.154350      1.09330
      15.5076     0.156830      1.13464
      15.6260     0.147230      1.14985
      15.7462     0.132170      1.19883
      15.8682     0.118510      1.23098
      15.9922     0.109730      1.29131
      16.1181     0.102220      1.32589
      16.2460    0.0957400      1.38892
      16.3760    0.0909600      1.42483
      16.5081    0.0855600      1.49053
      16.6423    0.0830500      1.52806
      16.7787    0.0782000      1.59582
      16.9174    0.0762800      1.63601
      17.0583    0.0731200      1.70816
      17.2017    0.0739300      1.75062
      17.3475    0.0737500      1.82623
      17.4957    0.0784700      1.86806
      17.6466    0.0783800      1.94287
      17.8000    0.0811700      1.98447
      17.9561    0.0773100      2.06183
      18.1150    0.0758000      2.10839
      18.2768    0.0695800      2.19505
      18.4414    0.0691300      2.25002
      18.6091    0.0654400      2.34464
      18.7798    0.0648200      2.40545
      18.9537    0.0628100      2.51250
      19.1308    0.0682700      2.58086
      19.3113    0.0713700      2.69432
      19.4952    0.0767500      2.76551
      19.6827    0.0776900      2.88829
      19.8738    0.0751300      2.97085
      20.0686    0.0788500      3.12390
      20.2673    0.0909300      3.21578
      20.4700    0.0910900      3.38479
      20.6768     0.107540      3.50143
      20.8878     0.120050      3.69839
      21.1031     0.145590      3.82931
      21.3229     0.152950      4.06248
      21.5474     0.192430      4.24383
      21.7766     0.228060      4.52667
      22.0108     0.284530      4.76138
      22.2500     0.378170      5.13630
      22.4945     0.507560      5.42167
      22.7444     0.693420      5.88488
      23.0000     0.930160      6.22374
      23.2614      1.27477      6.79598
      23.5287      1.71546      7.17213
      23.8023      2.31579      7.80129
      24.0824      3.04093      8.22787
      24.3690      4.25188      8.90176
      24.6626      5.74198      9.01385
      24.9634      7.94249      8.59880
      25.2716      9.39255      7.01245
      25.5875      10.3792      4.74851
      25.9114      9.72777      2.87640
      26.2436      8.97221      1.61165
      26.5844      8.03380      1.04903
      26.9342      7.39709     0.680470
      27.2933      6.85860     0.550970
      27.6622      6.47785     0.374350
      28.0411      6.12804     0.310550
      28.4306      5.83138     0.203330
      28.8310      5.58841     0.205090
      29.2429      5.37422     0.118700
      29.6667      5.18017     0.150770
      30.1029      5.04481    0.0825200
      30.5522      4.87076    0.0922900
      31.0152      4.75365    0.0680700
      31.4923      4.63502    0.0802200
      31.9844      4.53509    0.0520400
      32.4921      4.43729    0.0708300
      33.0161      4.35631    0.0466500
      33.5574      4.27783    0.0691400
      34.1167      4.21790    0.0417400
      34.6949      4.14744    0.0568200
      35.2931      4.09331    0.0291300
      35.9123      4.02418    0.0503300
      36.5536      3.99292    0.0302000
      37.2182      3.92522    0.0335600
      37.9074      3.89774    0.0336700
      38.6226      3.85717    0.0111100
      39.3654      3.78842   0.00258000
      40.1373      3.75751    0.0223300
      40.9400      3.70819   0.00548000
      41.7755      3.68257    0.0414500
      42.6458      3.66620   0.00586000
      43.5532      3.61315    0.0251200
      44.5000      3.60490    0.0196200
      45.4889      3.57544    0.0220900
      46.5227      3.55537  0.000690000
      47.6047      3.50594    0.0143400
      48.7381      3.50929    0.0171100
      49.9268      3.47748   0.00154000
      51.1750      3.44650   0.00120000
      52.4872      3.42611   0.00949000
      53.8684      3.40904      0.00000
      55.3243      3.37162   0.00942000
      56.8611      3.37165    0.0276400
      58.4857      3.36418   0.00610000
      60.2059      3.32340    0.0123500
      62.0303      3.32930    0.0299800
      63.9688      3.30816   0.00977000
      66.0323      3.29511    0.0341400
      68.2333      3.29110    0.0153000
      70.5862      3.26687    0.0395800
      73.1071      3.29148    0.0280800
      75.8148      3.25496   0.00854000
      78.7308      3.23904    0.0286000
      81.8800      3.23958    0.0389900
      85.2917      3.24513    0.0315300
      89.0000      3.22751    0.0296600
      93.0455      3.23486    0.0406300
      97.4762      3.24187    0.0225400
      102.350      3.22685   0.00548000
      107.737      3.20873   0.00517000
      113.722      3.20037   0.00503000
      120.412      3.18975   0.00892000
      127.938      3.19113   0.00569000
      136.467      3.17325  0.000980000
      146.214      3.17142    0.0119000
      157.462      3.16836   0.00301000
      170.583      3.15427   0.00526000
      186.091      3.14735    0.0162500
      204.700      3.15563    0.0200000
      227.444      3.14298    0.0161400
      255.875      3.15200    0.0377300
      292.429      3.15920    0.0193500
      341.167      3.15417    0.0418000
      409.400      3.19511    0.0200000
      511.750      3.16201   0.00979000
